41,402,,0
322,27475,,26.376848
659,105798,,63.93497119
941,228447,,106.4536033
844,175912,,152.2564547
160,6010,,200.5231073
396,39305,,250.7633057
93,2384,,302.6502713
258,17039,,355.9503815
727,131726,,410.4882151
809,162966,,466.1271722
144,5280,,522.7578523
382,37160,,580.290656
350,29635,,638.6508493
715,127639,,697.7751445
345,30362,,757.6092554
570,79441,,818.1061028
647,102744,,879.2244682
347,28783,,940.9279627
65,1073,,1003.184225
99,2625,,1065.964287
707,132503,,1129.242066
560,78392,,1192.993957
832,171710,,1257.198491
161,6536,,1321.836061
361,32424,,1386.888688
479,55902,,1452.339826
198,9308,,1518.1742
279,18666,,1584.377662
508,67711,,1650.937071
417,42908,,1717.84019
434,49893,,1785.075596
371,35595,,1852.632601
434,47807,,1920.501182
184,8631,,1988.671925
912,202635,,2057.135964
172,7663,,2125.884943
862,180208,,2194.910965
897,200182,,2264.206562
935,221683,,2333.764656
344,32479,,2403.578532
535,70877,,2473.641811
653,107839,,2543.948423
779,155075,,2614.492587
955,220530,,2685.26879
569,80633,,2756.27177
272,19354,,2827.496498
924,209291,,2898.938162
621,99812,,2970.592157
940,216596,,3042.454067
580,83715,,3114.519657
439,47567,,3186.784861
979,241824,,3259.245772
787,159677,,3331.898633
358,31102,,3404.73983
814,164048,,3477.76588
919,213371,,3550.973428
362,31433,,3624.359239
610,96866,,3697.92019
59,796,,3771.653266
246,15634,,3845.555556
135,4192,,3919.624242
234,13611,,3993.856602
922,213306,,4068.249999
172,7366,,4142.801882
65,1040,,4217.509777
195,10015,,4292.371288
70,1358,,4367.384091
669,114500,,4442.54593
563,75010,,4517.854618
98,2635,,4593.308029
617,97479,,4668.904098
182,8364,,4744.640818
241,13952,,4820.516239
813,165762,,4896.528463
997,246664,,4972.675644
309,23239,,5048.955985
193,9840,,5125.367736
51,672,,5201.909192
441,48280,,5278.578693
999,239593,,5355.374619
49,572,,5432.295392
980,245430,,5509.339473
736,139001,,5586.50536
972,225048,,5663.791586
667,113287,,5741.196721
504,62346,,5818.719368
873,192910,,5896.358162
775,153367,,5974.111768
304,23805,,6051.978885
789,153951,,6129.958237
936,225967,,6208.048579
466,55373,,6286.248693
922,215768,,6364.557387
488,59245,,6442.973494
55,846,,6521.495873
635,101844,,6600.123407
483,58254,,6678.855001
225,13138,,6757.689583
848,187209,,6836.626104
